Date,"Bitcoin"
2019-04-28,5969
2019-04-29,7697
2019-04-30,7640
2019-05-01,6840
2019-05-02,6765
2019-05-03,7752
2019-05-04,6402
2019-05-05,6051
2019-05-06,6763
2019-05-07,7061
2019-05-08,7925
2019-05-09,8245
2019-05-10,7188
2019-05-11,6391
2019-05-12,6764
2019-05-13,8156
2019-05-14,9631
2019-05-15,8660
2019-05-16,8431
2019-05-17,9118
2019-05-18,6122
2019-05-19,9209
2019-05-20,9868
2019-05-21,8417
2019-05-22,8120
2019-05-23,7271
2019-05-24,7261
2019-05-25,6326
2019-05-26,7727
2019-05-27,9984
2019-05-28,9980
2019-05-29,9912
2019-05-30,9698
2019-05-31,7414
2019-06-01,6577
2019-06-02,5882
2019-06-03,7141
2019-06-04,7092
2019-06-05,6449
2019-06-06,6127
2019-06-07,6624
2019-06-08,5708
2019-06-09,5501
2019-06-10,6488
2019-06-11,7161
2019-06-12,6678
2019-06-13,6676
2019-06-14,6439
2019-06-15,5828
2019-06-16,7737
2019-06-17,8035
2019-06-18,10467
2019-06-19,9334
2019-06-20,9125
2019-06-21,8218
2019-06-22,9812
2019-06-23,9826
2019-06-24,10293
2019-06-25,10276
2019-06-26,15112
2019-06-27,12583
2019-06-28,10734
2019-06-29,7347
2019-06-30,7186
2019-07-01,8219
2019-07-02,7824
2019-07-03,9708
2019-07-04,8027
2019-07-05,8001
2019-07-06,6842
2019-07-07,7005
2019-07-08,8459
2019-07-09,8849
2019-07-10,11471
2019-07-11,9634
2019-07-12,9376
2019-07-13,7256
2019-07-14,7652
2019-07-15,8051
2019-07-16,8385
2019-07-17,8419
2019-07-18,8451
2019-07-19,8558
2019-07-20,6321
2019-07-21,6296
2019-07-22,7472
2019-07-23,7549
2019-07-24,7428
2019-07-25,7137
2019-07-26,6550
2019-07-27,7210
2019-07-28,6217
2019-07-29,7322
2019-07-30,7863
2019-07-31,6646
2019-08-01,7861
2019-08-02,6703
2019-08-03,5781
2019-08-04,5707
2019-08-05,7895
2019-08-06,7769
2019-08-07,8124
2019-08-08,7143
2019-08-09,6625
2019-08-10,6202
2019-08-11,6230
2019-08-12,7084
2019-08-13,7068
2019-08-14,6980
2019-08-15,6445
2019-08-16,6510
2019-08-17,5921
2019-08-18,6210
2019-08-19,7438
2019-08-20,7395
2019-08-21,6984
2019-08-22,6641
2019-08-23,6716
2019-08-24,5250
2019-08-25,5939
2019-08-26,6701
2019-08-27,6466
2019-08-28,7500
2019-08-29,7036
2019-08-30,6089
2019-08-31,6258
2019-09-01,6049
2019-09-02,6576
2019-09-03,6744
2019-09-04,7087
2019-09-05,6062
2019-09-06,5655
2019-09-07,5433
2019-09-08,5469
2019-09-09,6615
2019-09-10,6385
2019-09-11,6664
2019-09-12,6567
2019-09-13,8499
2019-09-14,5264
2019-09-15,5344
2019-09-16,6507
2019-09-17,6717
2019-09-18,6378
2019-09-19,6476
2019-09-20,6414
2019-09-21,5212
2019-09-22,5752
2019-09-23,6912
2019-09-24,7023
2019-09-25,7336
2019-09-26,7395
2019-09-27,7373
2019-09-28,5705
2019-09-29,5545
2019-09-30,6666
2019-10-01,6697
2019-10-02,6734
2019-10-03,6832
2019-10-04,6343
2019-10-05,6396
2019-10-06,5883
2019-10-07,6438
2019-10-08,6542
2019-10-09,6337
2019-10-10,6328
2019-10-11,6076
2019-10-12,6553
2019-10-13,6409
2019-10-14,6875
2019-10-15,7074
2019-10-16,6694
2019-10-17,7274
2019-10-18,6732
2019-10-19,5613
2019-10-20,5719
2019-10-21,6452
2019-10-22,6558
2019-10-23,7449
2019-10-24,7244
2019-10-25,6339
2019-10-26,6820
2019-10-27,6517
2019-10-28,7598
2019-10-29,8012
2019-10-30,8048
2019-10-31,7887
2019-11-01,7415
2019-11-02,7651
2019-11-03,6396
2019-11-04,8025
2019-11-05,8137
2019-11-06,10606
2019-11-07,7517
2019-11-08,7592
2019-11-09,6060
2019-11-10,5852
2019-11-11,7651
2019-11-12,8259
2019-11-13,7941
2019-11-14,7224
2019-11-15,6333
2019-11-16,5469
2019-11-17,5705
2019-11-18,6557
2019-11-19,6654
2019-11-20,6414
2019-11-21,6234
2019-11-22,6251
2019-11-23,5340
2019-11-24,6553
2019-11-25,7636
2019-11-26,7081
2019-11-27,7218
2019-11-28,6627
2019-11-29,6890
2019-11-30,6777
2019-12-01,6037
2019-12-02,6666
2019-12-03,6805
2019-12-04,8452
2019-12-05,7068
2019-12-06,6643
2019-12-07,5694
2019-12-08,5376
2019-12-09,5574
2019-12-10,6343
2019-12-11,6427
2019-12-12,5737
2019-12-13,5699
2019-12-14,4905
2019-12-15,4876
2019-12-16,6739
2019-12-17,6704
2019-12-18,8618
2019-12-19,5395
2019-12-20,5480
2019-12-21,4157
2019-12-22,4841
2019-12-23,6070
2019-12-24,10585
2019-12-25,12179
2019-12-26,9023
2019-12-27,7309
2019-12-28,5710
2019-12-29,5309
2019-12-30,8258
2019-12-31,10837
2020-01-01,10757
2020-01-02,11523
2020-01-03,14060
2020-01-04,7359
2020-01-05,5411
2020-01-06,7792
2020-01-07,14263
2020-01-08,14252
2020-01-09,15399
2020-01-10,12238
2020-01-11,6061
2020-01-12,15290
2020-01-13,15091
2020-01-14,16533
2020-01-15,15700
2020-01-16,5845
2020-01-17,5454
2020-01-18,5177
2020-01-19,5302
2020-01-20,5433
2020-01-21,5738
2020-01-22,6031
2020-01-23,5581
2020-01-24,5298
2020-01-25,4515
2020-01-26,4222
2020-01-27,5082
2020-01-28,5477
2020-01-29,5202
2020-01-30,5347
2020-01-31,4956
2020-02-01,4275
2020-02-02,4650
2020-02-03,4778
2020-02-04,5165
2020-02-05,5415
2020-02-06,5289
2020-02-07,5221
2020-02-08,4636
2020-02-09,5587
2020-02-10,5952
2020-02-11,6104
2020-02-12,6286
2020-02-13,6593
2020-02-14,4973
2020-02-15,4896
2020-02-16,5129
2020-02-17,5932
2020-02-18,5780
2020-02-19,14291
2020-02-20,7521
2020-02-21,5863
2020-02-22,5678
2020-02-23,5602
2020-02-24,6561
2020-02-25,5882
2020-02-26,5789
2020-02-27,5999
2020-02-28,5760
2020-02-29,4618
2020-03-01,4869
2020-03-02,5706
2020-03-03,6682
2020-03-04,6940
2020-03-05,6977
2020-03-06,6136
2020-03-07,4862
2020-03-08,4642
2020-03-09,6688
2020-03-10,6392
2020-03-11,5703
2020-03-12,7548
2020-03-13,8899
2020-03-14,5867
2020-03-15,5549
2020-03-16,6175
2020-03-17,5837
2020-03-18,5824
2020-03-19,5993
2020-03-20,5774
2020-03-21,5177
2020-03-22,5045
2020-03-23,5295
2020-03-24,6023
2020-03-25,6157
2020-03-26,5915
2020-03-27,5699
2020-03-28,5303
2020-03-29,5408
2020-03-30,5683
2020-03-31,5751
2020-04-01,7476
2020-04-02,6801
2020-04-03,6772
2020-04-04,5833
2020-04-05,6112
2020-04-06,6205
2020-04-07,6282
2020-04-08,6256
2020-04-09,6375
2020-04-10,6461
2020-04-11,6421
2020-04-12,6382
2020-04-13,7243
2020-04-14,6962
2020-04-15,6694
2020-04-16,6908
2020-04-17,6987
2020-04-18,6939
2020-04-19,6433
2020-04-20,7007
2020-04-21,7339
2020-04-22,7147
2020-04-23,7330
2020-04-24,7119
2020-04-25,7179
2020-04-26,7838
2020-04-27,8212
2020-04-28,8060
2020-04-29,8994
2020-04-30,9981
2020-05-01,8136
2020-05-02,7904
2020-05-03,8050
2020-05-04,8267
2020-05-05,8291
2020-05-06,8483
2020-05-07,8500
2020-05-08,9430
2020-05-09,7988
2020-05-10,8994
2020-05-11,11170
2020-05-12,10677
2020-05-13,8349
2020-05-14,8061
2020-05-15,7443
2020-05-16,7142
2020-05-17,7892
2020-05-18,8412
2020-05-19,7445
2020-05-20,8015
2020-05-21,7753
2020-05-22,6776
2020-05-23,6244
2020-05-24,6127
2020-05-25,6643
2020-05-26,7084
2020-05-27,6583
2020-05-28,5969
2020-05-29,5760
2020-05-30,5599
2020-05-31,5322
2020-06-01,5523
2020-06-02,6295
2020-06-03,5676
2020-06-04,5819
2020-06-05,5613
2020-06-06,5187
2020-06-07,5894
2020-06-08,5931
2020-06-09,6082
2020-06-10,6074
2020-06-11,6015
2020-06-12,5541
2020-06-13,5014
2020-06-14,5010
2020-06-15,5277
2020-06-16,4973
2020-06-17,5336
2020-06-18,5240
2020-06-19,4801
2020-06-20,4678
2020-06-21,4622
2020-06-22,5517
2020-06-23,5665
2020-06-24,5227
2020-06-25,5149
2020-06-26,4938
2020-06-27,4613
2020-06-28,4871
2020-06-29,4824
2020-06-30,5256
2020-07-01,5252
2020-07-02,5038
2020-07-03,5024
2020-07-04,4689
2020-07-05,4701
2020-07-06,5279
2020-07-07,5363
2020-07-08,5701
2020-07-09,5881
2020-07-10,5457
2020-07-11,4936
2020-07-12,4777
2020-07-13,5294
2020-07-14,5691
2020-07-15,7505
2020-07-16,14394
2020-07-17,9131
2020-07-18,7660
2020-07-19,6866
2020-07-20,7016
2020-07-21,7270
2020-07-22,6639
2020-07-23,6984
2020-07-24,6487
2020-07-25,8042
2020-07-26,8513
2020-07-27,9404
2020-07-28,10088
2020-07-29,7925
2020-07-30,7280
2020-07-31,6958
2020-08-01,7512
2020-08-02,8081
2020-08-03,7635
2020-08-04,7087
2020-08-05,7075
2020-08-06,7096
2020-08-07,6592
2020-08-08,6851
2020-08-09,6563
2020-08-10,7047
2020-08-11,6986
2020-08-12,6900
2020-08-13,8071
2020-08-14,7746
2020-08-15,6513
2020-08-16,6606
2020-08-17,7632
2020-08-18,7186
2020-08-19,7064
2020-08-20,8005
2020-08-21,6568
2020-08-22,5955
2020-08-23,6466
2020-08-24,6714
2020-08-25,6529
2020-08-26,6236
2020-08-27,6974
2020-08-28,7097
2020-08-29,5779
2020-08-30,5654
2020-08-31,6682
2020-09-01,6706
2020-09-02,6632
2020-09-03,7311
2020-09-04,6179
2020-09-05,5505
2020-09-06,5306
2020-09-07,5815
2020-09-08,6672
2020-09-09,5959
2020-09-10,5940
2020-09-11,6248
2020-09-12,5571
2020-09-13,5610
2020-09-14,6123
2020-09-15,6299
2020-09-16,5779
2020-09-17,5779
2020-09-18,5858
2020-09-19,4982
2020-09-20,5000
2020-09-21,5503
2020-09-22,5424
2020-09-23,5679
2020-09-24,5267
2020-09-25,5366
2020-09-26,4535
2020-09-27,4734
2020-09-28,5029
2020-09-29,5172
2020-09-30,4581
2020-10-01,4493
2020-10-02,4187
2020-10-03,4085
2020-10-04,3876
2020-10-05,4685
2020-10-06,5069
2020-10-07,5303
2020-10-08,5223
2020-10-09,5197
2020-10-10,4699
2020-10-11,4672
2020-10-12,5868
2020-10-13,5140
2020-10-14,5374
2020-10-15,5270
2020-10-16,5117
2020-10-17,12703
2020-10-18,4890
2020-10-19,5495
2020-10-20,6333
2020-10-21,7147
2020-10-22,8132
2020-10-23,6317
2020-10-24,5459
2020-10-25,5548
2020-10-26,6773
2020-10-27,7317
2020-10-28,7110
2020-10-29,6282
2020-10-30,6163
2020-10-31,6119
2020-11-01,5993
2020-11-02,6209
2020-11-03,6241
2020-11-04,6075
2020-11-05,8683
2020-11-06,10097
2020-11-07,7064
2020-11-08,6178
2020-11-09,7055
2020-11-10,6830
2020-11-11,7309
2020-11-12,7612
2020-11-13,7455
2020-11-14,6092
2020-11-15,7145
2020-11-16,7621
2020-11-17,11298
2020-11-18,13546
2020-11-19,10425
2020-11-20,10006
2020-11-21,10745
2020-11-22,9703
2020-11-23,10626
2020-11-24,12846
2020-11-25,11402
2020-11-26,12462
2020-11-27,10039
2020-11-28,8585
2020-11-29,8143
2020-11-30,13123
2020-12-01,14312
2020-12-02,11173
2020-12-03,11305
2020-12-04,10447
2020-12-05,9672
2020-12-06,9920
2020-12-07,10204
2020-12-08,9557
2020-12-09,8970
2020-12-10,10014
2020-12-11,8696
2020-12-12,7173
2020-12-13,7678
2020-12-14,8378
2020-12-15,7916
2020-12-16,16088
2020-12-17,28483
2020-12-18,20062
2020-12-19,14716
2020-12-20,14650
2020-12-21,15157
2020-12-22,12913
2020-12-23,11355
2020-12-24,9831
2020-12-25,9329
2020-12-26,13154
2020-12-27,19294
2020-12-28,18902
2020-12-29,18074
2020-12-30,19704
2020-12-31,16305
2021-01-01,13774
2021-01-02,30157
2021-01-03,43194
2021-01-04,34344
2021-01-05,27838
2021-01-06,28175
2021-01-07,36162
2021-01-08,39469
2021-01-09,31114
2021-01-10,28672
2021-01-11,36034
2021-01-12,32658
2021-01-13,33660
2021-01-14,37020
2021-01-15,32078
2021-01-16,27369
2021-01-17,25619
2021-01-18,21719
2021-01-19,21160
2021-01-20,16493
2021-01-21,18333
2021-01-22,20243
2021-01-23,15745
2021-01-24,14696
2021-01-25,15964
2021-01-26,14616
2021-01-27,16179
2021-01-28,19555
2021-01-29,35594
2021-01-30,26792
2021-01-31,21437
2021-02-01,20630
2021-02-02,18219
2021-02-03,17573
2021-02-04,19452
2021-02-05,18528
2021-02-06,19771
2021-02-07,19851
2021-02-08,50244
2021-02-09,61878
2021-02-10,42689
2021-02-11,38117
2021-02-12,33109
2021-02-13,28789
2021-02-14,27577
2021-02-15,29092
2021-02-16,36913
2021-02-17,37916
2021-02-18,32559
2021-02-19,35291
2021-02-20,40186
2021-02-21,35521
2021-02-22,36198
2021-02-23,36909
2021-02-24,31977
2021-02-25,27352
2021-02-26,26786
2021-02-27,25436
2021-02-28,24309
2021-03-01,23853
2021-03-02,21540
2021-03-03,19713
2021-03-04,18634
2021-03-05,18268
2021-03-06,19154
2021-03-07,18321
2021-03-08,18891
2021-03-09,20546
2021-03-10,20086
2021-03-11,18750
2021-03-12,18257
2021-03-13,22149
2021-03-14,26524
2021-03-15,23676
2021-03-16,21122
2021-03-17,19020
2021-03-18,19066
2021-03-19,16539
2021-03-20,14869
2021-03-21,14352
2021-03-22,15723
2021-03-23,15708
2021-03-24,21868
2021-03-25,19518
2021-03-26,15586
2021-03-27,16429
2021-03-28,15407
2021-03-29,15302
2021-03-30,15752
2021-03-31,15945
2021-04-01,18596
2021-04-02,14859
2021-04-03,14282
2021-04-04,13611
2021-04-05,15654
2021-04-06,16513
2021-04-07,16310
2021-04-08,16919
2021-04-09,15637
2021-04-10,15195
2021-04-11,16277
2021-04-12,16409
2021-04-13,19932
2021-04-14,25099
2021-04-15,24510
2021-04-16,27182
2021-04-17,21863
2021-04-18,23391
2021-04-19,25167
2021-04-20,21249
2021-04-21,17594
2021-04-22,17743
2021-04-23,20632
2021-04-24,16883
2021-04-25,15460
2021-04-26,17362
2021-04-27,23996
2021-04-28,28758
2021-04-29,23305
2021-04-30,22555
2021-05-01,18129
2021-05-02,19853
2021-05-03,22204
2021-05-04,21952
2021-05-05,23933
2021-05-06,24629
2021-05-07,23366
2021-05-08,25201
2021-05-09,27501
2021-05-10,27868
2021-05-11,24676
2021-05-12,23491
2021-05-13,63121
2021-05-14,40525
2021-05-15,30379
2021-05-16,29323
2021-05-17,32345
2021-05-18,26906
2021-05-19,47772
2021-05-20,45401
2021-05-21,36220
2021-05-22,37600
2021-05-23,35716
2021-05-24,33931
2021-05-25,42732
2021-05-26,28357
2021-05-27,21352
2021-05-28,26425
2021-05-29,31462
2021-05-30,24819
2021-05-31,17700
2021-06-01,14187
2021-06-02,15495
2021-06-03,16006
2021-06-04,19961
2021-06-05,19056
2021-06-06,20284
2021-06-07,19052
2021-06-08,22072
2021-06-09,25055
2021-06-10,25463
2021-06-11,21777
2021-06-12,17735
2021-06-13,18933
2021-06-14,19730
2021-06-15,17265
2021-06-16,17217
2021-06-17,15405
2021-06-18,14272
2021-06-19,13353
2021-06-20,14402
2021-06-21,17797
2021-06-22,19680
2021-06-23,15284
2021-06-24,15037
2021-06-25,13415
2021-06-26,12822
2021-06-27,12957
2021-06-28,12826
2021-06-29,12301
2021-06-30,11095
2021-07-01,12944
2021-07-02,10956
2021-07-03,10668
2021-07-04,11205
2021-07-05,11598
2021-07-06,12040
2021-07-07,10146
2021-07-08,10654
2021-07-09,11446
2021-07-10,11883
2021-07-11,13749
2021-07-12,13674
2021-07-13,14775
2021-07-14,12604
2021-07-15,10945
2021-07-16,10100
2021-07-17,9408
2021-07-18,10045
2021-07-19,10655
2021-07-20,12307
2021-07-21,11546
2021-07-22,11413
2021-07-23,10979
2021-07-24,9881
2021-07-25,11126
2021-07-26,14532
2021-07-27,11783
2021-07-28,11142
2021-07-29,13381
2021-07-30,12774
2021-07-31,12478
2021-08-01,12926
2021-08-02,15485
2021-08-03,18110
2021-08-04,13627
2021-08-05,11626
2021-08-06,9410
2021-08-07,10078
2021-08-08,9925
2021-08-09,11882
2021-08-10,12310
2021-08-11,12838
2021-08-12,13198
2021-08-13,12960
2021-08-14,12299
2021-08-15,11566
2021-08-16,14434
2021-08-17,12786
2021-08-18,12125
2021-08-19,13522
2021-08-20,11436
2021-08-21,10986
2021-08-22,11124
2021-08-23,13899
2021-08-24,13776
2021-08-25,13483
2021-08-26,11902
2021-08-27,11378
2021-08-28,10520
2021-08-29,10645
2021-08-30,11012
2021-08-31,11297
2021-09-01,10694
2021-09-02,12081
2021-09-03,12579
2021-09-04,11663
2021-09-05,13271
2021-09-06,12968
2021-09-07,21755
2021-09-08,20941
2021-09-09,19133
2021-09-10,16081
2021-09-11,12856
2021-09-12,14603
2021-09-13,13470
2021-09-14,13757
2021-09-15,13803
2021-09-16,14630
2021-09-17,15599
2021-09-18,16884
2021-09-19,16199
2021-09-20,15770
2021-09-21,16592
2021-09-22,16831
2021-09-23,21236
2021-09-24,39384
2021-09-25,37543
2021-09-26,36710
2021-09-27,27880
2021-09-28,31712
2021-09-29,14282
2021-09-30,10945
2021-10-01,11741
2021-10-02,12986
2021-10-03,14515
2021-10-04,14678
2021-10-05,17049
2021-10-06,18090
2021-10-07,15992
2021-10-08,16157
2021-10-09,14670
2021-10-10,14524
2021-10-11,15591
2021-10-12,16285
2021-10-13,16112
2021-10-14,14075
2021-10-15,16329
2021-10-16,16108
2021-10-17,14794
2021-10-18,16011
2021-10-19,15365
2021-10-20,19033
2021-10-21,17364
2021-10-22,14741
2021-10-23,14654
2021-10-24,17498
2021-10-25,16078
2021-10-26,17552
2021-10-27,18158
2021-10-28,21331
2021-10-29,19159
2021-10-30,18101
2021-10-31,13973
2021-11-01,14999
2021-11-02,19306
2021-11-03,15246
